"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.feedback","Answer.surveycode","Approve","Reject"
"307FVKVSYSH8W3J5O5JME77SJMR47U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3BXQMRHWK00TKOI1XKHVYDXW91JMUF","AI1M1N84X7GAU","Approved","Fri May 12 12:47:27 PDT 2017","Fri May 12 13:03:42 PDT 2017","Tue May 16 13:03:42 PDT 2017","2017-05-16 20:04:24 UTC","","","975","100% (1/1)","0% (0/0)","0% (0/0)","0","No","1299903"
"307FVKVSYSH8W3J5O5JME77SJMR47U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3Q5C1WP23N3F3K6X3XQP69HDC9X156","A7S20RE3KBAPG","Approved","Fri May 12 13:10:41 PDT 2017","Fri May 12 13:10:51 PDT 2017","Tue May 16 13:10:51 PDT 2017","2017-05-16 20:11:23 UTC","","","10","100% (1/1)","0% (0/0)","0% (0/0)","0","N/A","1469387"
"307FVKVSYSH8W3J5O5JME77SJMR47U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3QAVNHZ3EN6PZXMIR3ZPYZ6D2T1LA0","A3TQIKJO9LO6GJ","Approved","Fri May 12 12:41:07 PDT 2017","Fri May 12 12:51:48 PDT 2017","Tue May 16 12:51:48 PDT 2017","2017-05-16 19:52:23 UTC","","","641","100% (1/1)","0% (0/0)","0% (0/0)","0","N/A","1035321"
"307FVKVSYSH8W3J5O5JME77SJMR47U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3X87C8JFV7D4QQOP08TC0LZDY5XSQU","A2IYD2K4C9JPC0","Approved","Fri May 12 13:15:17 PDT 2017","Fri May 12 13:46:50 PDT 2017","Tue May 16 13:46:50 PDT 2017","2017-05-16 20:47:24 UTC","","","1893","100% (1/1)","0% (0/0)","0% (0/0)","0","It was different and interesting. Thanks!","6600057"
"307FVKVSYSH8W3J5O5JME77SJMR47U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3Z3ZLGNNSJW0693AATSBSDR16PWQ3Y","AFVTRO4BLXFS4","Approved","Fri May 12 12:52:38 PDT 2017","Fri May 12 13:17:11 PDT 2017","Tue May 16 13:17:11 PDT 2017","2017-05-16 20:17:26 UTC","","","1473","100% (1/1)","0% (0/0)","0% (0/0)","0","N/A","6230483"
"3Z56AA6EK525WTU6BZEQUNOWA2RM67","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3EO896NRAXXOJ3XRUIETDPJDMTMTJW","A3JC9RP37J5TUJ","Approved","Fri May 12 13:40:49 PDT 2017","Fri May 12 14:14:39 PDT 2017","Tue May 16 14:14:39 PDT 2017","2017-05-16 21:15:23 UTC","","","2030","100% (1/1)","0% (0/0)","0% (0/0)","0","It was difficult to write about the cons because both resumes were good.","1510341"
"3Z56AA6EK525WTU6BZEQUNOWA2RM67","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3KIBXJ1WD6W3HVY1GMS6KUD32A1OK0","A3A6QQ56KPREOA","Approved","Fri May 12 13:00:39 PDT 2017","Fri May 12 13:21:14 PDT 2017","Tue May 16 13:21:14 PDT 2017","2017-05-16 20:21:25 UTC","","","1235","100% (1/1)","0% (0/0)","0% (0/0)","0","interesting survey!","4657057"
"3Z56AA6EK525WTU6BZEQUNOWA2RM67","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3KWTYT08715STRA1W788QOQRAF05LE","A44DKY6PU18JG","Approved","Fri May 12 12:35:47 PDT 2017","Fri May 12 12:49:57 PDT 2017","Tue May 16 12:49:57 PDT 2017","2017-05-16 19:50:23 UTC","","","850","100% (1/1)","0% (0/0)","0% (0/0)","0","N/A","8858549"
"3Z56AA6EK525WTU6BZEQUNOWA2RM67","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3UN61F00HXR3WP5E1R54C0ZQG7W5RB","A1G7ZAJTIUXAR7","Approved","Fri May 12 13:56:55 PDT 2017","Fri May 12 14:22:26 PDT 2017","Tue May 16 14:22:26 PDT 2017","2017-05-16 21:22:29 UTC","","","1531","100% (1/1)","0% (0/0)","0% (0/0)","0","N/A","9335820"
"3Z56AA6EK525WTU6BZEQUNOWA2RM67","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3ZQIG0FLQFIP2F1F6CXN3X16LACWVB","A1EEW4VBM31ZYU","Approved","Fri May 12 13:52:38 PDT 2017","Fri May 12 14:10:08 PDT 2017","Tue May 16 14:10:08 PDT 2017","2017-05-16 21:10:24 UTC","","","1050","100% (1/1)","0% (0/0)","0% (0/0)","0","None","4215793"
"3FULMHZ7OVZRH6QSSBLBXP4IEBLM4M","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","32AT8R96GMBWIJV6HHDHAMW21Q7SU3","A1HRPI0RLDPXA6","Approved","Fri May 12 13:54:47 PDT 2017","Fri May 12 14:07:16 PDT 2017","Tue May 16 14:07:16 PDT 2017","2017-05-16 21:07:24 UTC","","","749","100% (1/1)","0% (0/0)","0% (0/0)","0","n/a","4141578"
"3FULMHZ7OVZRH6QSSBLBXP4IEBLM4M","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","33C7UALJVM0YQ2PZ1VXSITR4EZX81E","A12B59LOBLM30B","Approved","Fri May 12 12:55:28 PDT 2017","Fri May 12 13:00:49 PDT 2017","Tue May 16 13:00:49 PDT 2017","2017-05-16 20:01:25 UTC","","","321","100% (1/1)","0% (0/0)","0% (0/0)","0","{}","1084270"
"3FULMHZ7OVZRH6QSSBLBXP4IEBLM4M","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","34BBWHLWHBDKG9HF75Y4O8BCD8CIWW","AQKC1VIZAZ6VI","Approved","Fri May 12 13:09:05 PDT 2017","Fri May 12 13:23:56 PDT 2017","Tue May 16 13:23:56 PDT 2017","2017-05-16 20:24:25 UTC","","","891","100% (1/1)","0% (0/0)","0% (0/0)","0","NA","6668594"
"3FULMHZ7OVZRH6QSSBLBXP4IEBLM4M","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","358010RM5FV4RF65GHT95GFDUCGXV3","A256CNCYJ4PUH9","Approved","Fri May 12 13:26:46 PDT 2017","Fri May 12 13:27:04 PDT 2017","Tue May 16 13:27:04 PDT 2017","2017-05-16 20:27:26 UTC","","","18","100% (1/1)","0% (0/0)","0% (0/0)","0","N/A","1135"
"3FULMHZ7OVZRH6QSSBLBXP4IEBLM4M","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3X3OR7WPZ02BG9T3U5FB280IC56L81","A34IXCMM3CR504","Approved","Fri May 12 13:42:23 PDT 2017","Fri May 12 14:03:29 PDT 2017","Tue May 16 14:03:29 PDT 2017","2017-05-16 21:04:23 UTC","","","1266","100% (1/1)","0% (0/0)","0% (0/0)","0","N/A","3176484"
"3X2LT8FDHXKO5J788GHBNZMEEZVW8U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3CP1TO84PU3MS5OTM1Q3BSRI4FF25S","A1RUFBYF2DBMN9","Approved","Fri May 12 13:36:59 PDT 2017","Fri May 12 15:04:20 PDT 2017","Tue May 16 15:04:20 PDT 2017","2017-05-16 22:04:26 UTC","","","5241","100% (1/1)","0% (0/0)","0% (0/0)","0","Kind of difficult to gather thoughts of these applicants on the limited information given. Limited history included makes it a bit more difficult to choose.","6295564"
"3X2LT8FDHXKO5J788GHBNZMEEZVW8U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3GDTJDAPVVDVMRBOUHGQ2LF7CAUM82","A2H8ZILNIJSBWK","Approved","Fri May 12 13:18:03 PDT 2017","Fri May 12 13:28:53 PDT 2017","Tue May 16 13:28:53 PDT 2017","2017-05-16 20:29:24 UTC","","","650","100% (1/1)","0% (0/0)","0% (0/0)","0","Very clear and concise.","6929149"
"3X2LT8FDHXKO5J788GHBNZMEEZVW8U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3IGI0VL648M4P1J4DZKMCMU7W59NO7","A1GOFX0UOEG283","Approved","Fri May 12 13:24:12 PDT 2017","Fri May 12 13:40:43 PDT 2017","Tue May 16 13:40:43 PDT 2017","2017-05-16 20:41:23 UTC","","","991","100% (1/1)","0% (0/0)","0% (0/0)","0","{}","7149198"
"3X2LT8FDHXKO5J788GHBNZMEEZVW8U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3QY7M81QH8OWWP62Z0B498R8CLVK7A","A33F3FTEB95UDP","Approved","Fri May 12 13:37:49 PDT 2017","Fri May 12 14:38:47 PDT 2017","Tue May 16 14:38:47 PDT 2017","2017-05-16 21:39:23 UTC","","","3658","100% (1/1)","0% (0/0)","0% (0/0)","0","nope","1908645"
"3X2LT8FDHXKO5J788GHBNZMEEZVW8U","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3VELCLL3GLL75HZM993YSL8Q13X1FB","AG7HINORD432H","Approved","Fri May 12 17:19:54 PDT 2017","Fri May 12 17:42:56 PDT 2017","Tue May 16 17:42:56 PDT 2017","2017-05-17 00:43:23 UTC","","","1382","100% (1/1)","0% (0/0)","0% (0/0)","0","N/a","7980460"
"37M4O367VKK9DPUS6G4L2HAWE7GM5R","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","37M28K1J0RFJ47YIOINCIKTLY40JA0","A1FGFPMGE0JLFY","Approved","Fri May 12 13:23:18 PDT 2017","Fri May 12 13:23:55 PDT 2017","Tue May 16 13:23:55 PDT 2017","2017-05-16 20:24:25 UTC","","","37","100% (1/1)","0% (0/0)","0% (0/0)","0","No","3091096"
"37M4O367VKK9DPUS6G4L2HAWE7GM5R","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3AMW0RGHOE4MA1V5SZX11MZX6A6PNR","A37N2O7QIF6L3C","Approved","Fri May 12 13:36:01 PDT 2017","Fri May 12 13:36:45 PDT 2017","Tue May 16 13:36:45 PDT 2017","2017-05-16 20:37:24 UTC","","","44","100% (1/1)","0% (0/0)","0% (0/0)","0","Knowing the job requirements would help with decisions regarding hiring","4669273"
"37M4O367VKK9DPUS6G4L2HAWE7GM5R","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3GGAI1SQEW0XYU11BTWV47BQ21CMC5","ARLGGB2X96DDV","Approved","Fri May 12 12:45:26 PDT 2017","Fri May 12 12:55:54 PDT 2017","Tue May 16 12:55:54 PDT 2017","2017-05-16 19:56:24 UTC","","","628","100% (1/1)","0% (0/0)","0% (0/0)","0","n/a","5234877"
"37M4O367VKK9DPUS6G4L2HAWE7GM5R","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3MYYFCXHJ49UBGS07BSI84F5E2OG4J","A1BTFTW2IQLGZ2","Approved","Fri May 12 13:30:13 PDT 2017","Fri May 12 13:31:33 PDT 2017","Tue May 16 13:31:33 PDT 2017","2017-05-16 20:32:23 UTC","","","80","100% (1/1)","0% (0/0)","0% (0/0)","0","I'd be curious to know the average score on the Consulting Test","2625736"
"37M4O367VKK9DPUS6G4L2HAWE7GM5R","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3URFVVM166KTJVHKC97P6FT5O52UZ5","A3HWJUL2SS2QNT","Approved","Fri May 12 13:04:02 PDT 2017","Fri May 12 13:20:38 PDT 2017","Tue May 16 13:20:38 PDT 2017","2017-05-16 20:21:23 UTC","","","996","100% (1/1)","0% (0/0)","0% (0/0)","0","I do not.","5968722"
"3X4Q1O9UBIOC0WTN7PYVS5DX0DQO7N","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","31EUONYN2W5HX6SDFQ6DM3OKI86VOR","AECRYSSK54URC","Approved","Fri May 12 12:38:52 PDT 2017","Fri May 12 12:55:05 PDT 2017","Tue May 16 12:55:05 PDT 2017","2017-05-16 19:55:24 UTC","","","973","100% (1/1)","0% (0/0)","0% (0/0)","0",".","7282776"
"3X4Q1O9UBIOC0WTN7PYVS5DX0DQO7N","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3AMW0RGHOE4MA1V5SZX11MZX6A1NPK","A33LEV17ISCXLA","Approved","Fri May 12 12:39:51 PDT 2017","Fri May 12 13:04:13 PDT 2017","Tue May 16 13:04:13 PDT 2017","2017-05-16 20:04:25 UTC","","","1462","100% (1/1)","0% (0/0)","0% (0/0)","0","I thought it was confusing there was the address part on the top that seemed to be basically the same for both resumes. Also the resumes were not very impressive.","4916333"
"3X4Q1O9UBIOC0WTN7PYVS5DX0DQO7N","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3FE2ERCCZYA4SMVHTEXEGBZ2WK9OP3","A32LK748QCSI7Y","Approved","Fri May 12 13:17:28 PDT 2017","Fri May 12 13:36:08 PDT 2017","Tue May 16 13:36:08 PDT 2017","2017-05-16 20:36:25 UTC","","","1120","100% (1/1)","0% (0/0)","0% (0/0)","0","No","4283782"
"3X4Q1O9UBIOC0WTN7PYVS5DX0DQO7N","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3HYA4D452SLEU2HISD3CX4IVT9O2F6","A3QX6YOYALTPBQ","Approved","Fri May 12 12:50:11 PDT 2017","Fri May 12 13:15:14 PDT 2017","Tue May 16 13:15:14 PDT 2017","2017-05-16 20:15:25 UTC","","","1503","100% (1/1)","0% (0/0)","0% (0/0)","0","I am enjoying HIT! This is my 4th day doing HIT.","4957777"
"3X4Q1O9UBIOC0WTN7PYVS5DX0DQO7N","3GTAJN9JK7G24ZNL6FTXEGT8LH9MXT","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:33:44 PDT 2017","5","BatchId:2800982;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:33:44 PDT 2017","","","3XIQGXAUMDA2GP59YJQTZ2ZA8U67XI","A2VWFTL3HP6RWM","Approved","Fri May 12 12:54:15 PDT 2017","Fri May 12 13:13:15 PDT 2017","Tue May 16 13:13:15 PDT 2017","2017-05-16 20:13:25 UTC","","","1140","100% (1/1)","0% (0/0)","0% (0/0)","0","No","9613399"